PERIOD_BEGIN,REGION,STATE,PROPERTY_TYPE,MEDIAN_SALE_PRICE,MEDIAN_SALE_PRICE_YOY,MEDIAN_LIST_PRICE,MEDIAN_PPSF,HOMES_SOLD,INVENTORY,MONTHS_OF_SUPPLY,MEDIAN_DOM,AVG_SALE_TO_LIST,PRICE_DROPS
2/1/2026,"Lake View, TX",Texas,Single Family Residential,359000,NA,NA,188.1551363,1,NA,NA,128,NA,NA
2/1/2026,"Byers, TX",Texas,Single Family Residential,142500,NA,NA,122.6333907,1,NA,NA,31,NA,NA
2/1/2026,"Hurst, TX",Texas,Single Family Residential,345000,-0.08,364950,192.5582234,22,70,3.2,25,0.985913675,0.357142857
2/1/2026,"Fannett, TX",Texas,Single Family Residential,199000,NA,641000,133.7365591,1,7,7,78,NA,0.285714286
2/1/2026,"Powderly, TX",Texas,Single Family Residential,366500,NA,NA,148.3664092,2,5,2.5,93,0.933695652,0.4
2/1/2026,"Mission Bend, TX",Texas,Single Family Residential,245000,-0.00990099,269000,133.3051206,19,73,3.8,51,0.964757916,0.301369863
2/1/2026,"Sour Lake, TX",Texas,Single Family Residential,280000,-0.740740741,227500,162.1614512,2,7,3.5,74,NA,0.142857143
2/1/2026,"Corinth, TX",Texas,Single Family Residential,465000,0.130014897,448680,188.0338815,22,63,2.9,94,0.977952909,0.222222222
2/1/2026,"Wimberley, TX",Texas,Single Family Residential,831500,0.335742972,891250,388.9048787,6,26,4.3,200,0.959218201,0.230769231
2/1/2026,"Mart, TX",Texas,Single Family Residential,239000,0.327777778,259500,237.1031746,1,17,17,39,1,0.294117647
2/1/2026,"Fabens, TX",Texas,Single Family Residential,150000,NA,179975,68.18181818,1,7,7,133,0.833333333,0.285714286
2/1/2026,"Jamaica Beach, TX",Texas,Single Family Residential,472500,-0.188844683,520000,367.0650263,6,57,9.5,56,0.93278959,0.122807018
2/1/2026,"Whitehouse, TX",Texas,Single Family Residential,352450,0.175225075,289900,178.2169793,2,49,24.5,110,NA,0.163265306
2/1/2026,"Lowry Crossing, TX",Texas,Single Family Residential,455000,0.236413044,517445,232.9052518,2,7,3.5,74,0.966688497,0.428571429
2/1/2026,"Trophy Club, TX",Texas,Single Family Residential,720250,0.259178322,870000,244.9918596,10,34,3.4,53,0.976304882,0.294117647
2/1/2026,"Howe, TX",Texas,Single Family Residential,282500,-0.087089998,247999,137.9906191,4,32,8,214,1.035072228,0.3125
2/1/2026,"Princeton, TX",Texas,Single Family Residential,319990,-0.111138889,333740,151.6421144,102,414,4.1,84,0.96252518,0.393719807
2/1/2026,"Bartlett, TX",Texas,Single Family Residential,152000,NA,NA,137.4321881,1,5,5,4,1.018084394,0.2
2/1/2026,"Garland, TX",Texas,Single Family Residential,300000,-0.09049568,319900,168.8992429,73,453,6.2,56,0.962983061,0.306843267
2/1/2026,"Vinton, TX",Texas,Single Family Residential,279950,0.021901807,291950,181.0217394,8,10,1.3,118,1.037338259,NA
2/1/2026,"Rockwall, TX",Texas,Single Family Residential,515000,0.084210526,424900,182.1762678,59,290,4.9,110,0.974576403,0.437931035
2/1/2026,"Fair Oaks Ranch, TX",Texas,Single Family Residential,850000,0.214285714,758000,227.8645833,11,47,4.3,49,0.963607657,0.255319149
2/1/2026,"Carlsbad, TX",Texas,Single Family Residential,217500,-0.006849315,240000,162.0491382,2,2,1,23,NA,NA
2/1/2026,"Belton, TX",Texas,Single Family Residential,287330,-0.038064948,344900,167.9706256,20,139,7,100,0.986798243,0.179856115
2/1/2026,"Mercedes, TX",Texas,Single Family Residential,229000,0.109227416,166200,163.3952255,3,57,19,119,1.032258065,0.210526316
2/1/2026,"Godley, TX",Texas,Single Family Residential,395995,0.018636656,369000,180.9900479,8,43,5.4,71,0.978751983,0.279069767
2/1/2026,"Wallis, TX",Texas,Single Family Residential,247500,-0.048076923,NA,125.8971563,2,3,1.5,139,0.9173081,NA
2/1/2026,"Blanket, TX",Texas,Single Family Residential,240000,NA,249000,167.8321678,1,5,5,31,1,0.6
2/1/2026,"Blossom, TX",Texas,Single Family Residential,120000,NA,148900,103.2702238,1,8,8,108,0.923076923,0.125
2/1/2026,"Athens, TX",Texas,Single Family Residential,287250,0.854452138,252000,148.6472324,10,56,5.6,73,0.949693839,0.232142857
2/1/2026,"Midland, TX",Texas,Single Family Residential,270000,-0.156118144,344950,144.5396146,1,503,503,199,0.885245902,0.294234592
2/1/2026,"Dayton, TX",Texas,Single Family Residential,153000,-0.383064516,289500,95.86466165,5,93,18.6,259,0.964959339,0.204301075
2/1/2026,"Pendleton, TX",Texas,Single Family Residential,190009,-0.289685981,264000,135.1415363,1,7,7,23,1.000047368,0.142857143
2/1/2026,"Barton Creek, TX",Texas,Single Family Residential,3862500,0.391891892,3322500,802.6902149,2,19,9.5,167,0.931374556,0.157894737
2/1/2026,"Parker, TX",Texas,Single Family Residential,1350000,0.018867925,1449500,268.8860435,5,20,4,67,0.937818058,0.25
2/1/2026,"Beeville, TX",Texas,Single Family Residential,184500,-0.129716981,155900,85.45622974,9,64,7.1,71,0.947684166,0.1875
2/1/2026,"Leon Valley, TX",Texas,Single Family Residential,250000,0.046025105,294900,152.6251526,3,34,11.3,24,0.916845445,0.176470588
2/1/2026,"Hitchcock, TX",Texas,Single Family Residential,295000,0.196778839,346490,165.2941176,9,51,5.7,93,0.951690877,0.156862745
2/1/2026,"Mesquite, TX",Texas,Single Family Residential,269000,-0.105123087,290950,162,83,465,5.6,81,0.964949405,0.339784946
2/1/2026,"Lake Bryan, TX",Texas,Single Family Residential,260000,NA,NA,148.9117984,1,NA,NA,17,NA,NA
2/1/2026,"Abilene, TX",Texas,Single Family Residential,246000,0.05132698,265000,155.822854,127,209,1.6,30,0.98805307,0.119617225
2/1/2026,"La Feria North, TX",Texas,Single Family Residential,249900,0.04125,265000,175.862069,1,5,5,160,NA,NA
2/1/2026,"Heath, TX",Texas,Single Family Residential,733500,-0.481625442,792450,223.5878524,14,111,7.9,187,0.946635686,0.315315315
2/1/2026,"Abernathy, TX",Texas,Single Family Residential,215000,7.958333333,132000,167.3151751,1,8,8,141,NA,0.25
2/1/2026,"El Cenizo, TX",Texas,Single Family Residential,54900,NA,NA,41.59090909,1,2,2,166,NA,NA
2/1/2026,"Archer City, TX",Texas,Single Family Residential,172000,NA,215000,121.8603973,2,6,3,125,NA,0.333333333
2/1/2026,"Hamlin, TX",Texas,Single Family Residential,65000,-0.634214969,NA,63.65740741,5,10,2,28,0.963079662,0.1
2/1/2026,"Panhandle, TX",Texas,Single Family Residential,125000,-0.281609195,219000,89.99280058,1,9,9,7,NA,0.111111111
2/1/2026,"Taylor Landing, TX",Texas,Single Family Residential,262500,-0.204545455,NA,73.39613361,2,2,1,154,NA,NA
2/1/2026,"Shadybrook, TX",Texas,Single Family Residential,342500,0.495633188,230000,189.3657609,2,35,17.5,129,NA,0.085714286
2/1/2026,"Lindale, TX",Texas,Single Family Residential,205000,-0.331158238,295695,168.0327869,5,72,14.4,29,NA,0.263888889
2/1/2026,"Kirby, TX",Texas,Single Family Residential,150000,NA,178950,95.35918627,3,21,7,154,0.959629778,0.190476191
2/1/2026,"Groom, TX",Texas,Single Family Residential,307000,0.574358974,59900,142.5993693,2,3,1.5,156,NA,NA
2/1/2026,"Vernon, TX",Texas,Single Family Residential,152000,0.333333333,148900,109.2965072,6,20,3.3,46,NA,0.3
2/1/2026,"Circle D-Kc Estates, TX",Texas,Single Family Residential,511750,0.427475593,525000,214.5931142,2,23,11.5,88,0.98042679,0.173913044
2/1/2026,"Donna, TX",Texas,Single Family Residential,208000,0.066666667,189900,148.3781919,5,45,9,24,0.985885513,0.155555556
2/1/2026,"Collinsville, TX",Texas,Single Family Residential,272500,0.758064516,392000,150.4901961,2,11,5.5,93,0.986486487,0.090909091
2/1/2026,"Rio Grande City, TX",Texas,Single Family Residential,335000,0.45021645,195000,87.46736292,1,33,33,220,0.839598998,0.090909091
2/1/2026,"Combine, TX",Texas,Single Family Residential,396000,0.98,633500,184.450227,2,13,6.5,127,0.980203443,0.230769231
2/1/2026,"Woodbranch, TX",Texas,Single Family Residential,265000,-0.113712375,287450,164.5962733,1,5,5,63,1,0.4
2/1/2026,"Buffalo Springs, TX",Texas,Single Family Residential,450000,NA,449000,227.9635258,1,10,10,5,NA,0.2
2/1/2026,"Fate, TX",Texas,Single Family Residential,379530,0.07746029,375000,155.3738094,20,149,7.5,93,0.963410698,0.322147651
2/1/2026,"Pecan Acres, TX",Texas,Single Family Residential,695000,1.355932203,1049999,205.5553454,4,29,7.3,178,0.975149616,0.310344828
2/1/2026,"Taylor, TX",Texas,Single Family Residential,294990,-0.072358491,335000,165.9728945,9,85,9.4,144,0.989214131,0.341176471
2/1/2026,"Plum Grove, TX",Texas,Single Family Residential,195355,-0.196069959,NA,102.8703637,2,4,2,95,0.940876922,0.25
2/1/2026,"Central Gardens, TX",Texas,Single Family Residential,299900,-0.008595041,307500,152.1635758,3,2,0.7,89,0.955509107,NA
2/1/2026,"Schertz, TX",Texas,Single Family Residential,395000,0.012833498,354990,169.7645126,45,316,7,105,0.97910521,0.294303798
2/1/2026,"Como, TX",Texas,Single Family Residential,165000,NA,149000,136.3636364,1,2,2,109,0.970588235,NA
2/1/2026,"Oak Trail Shores, TX",Texas,Single Family Residential,168750,0.010479042,224900,91.60059928,2,22,11,267,0.994416007,0.318181818
2/1/2026,"Daisetta, TX",Texas,Single Family Residential,15000,-0.924623116,NA,26.04166667,1,2,2,252,0.753768844,NA
2/1/2026,"Electra, TX",Texas,Single Family Residential,49290,-0.103818182,114970,48.89880952,1,24,24,300,0.930017548,0.125
2/1/2026,"De Kalb, TX",Texas,Single Family Residential,235000,0.715334728,275000,87.58852031,1,10,10,49,NA,0.2
2/1/2026,"Jones Creek, TX",Texas,Single Family Residential,215999.5,3.695641304,152203.5,144.4194963,2,9,4.5,137,0.98358209,0.222222222
2/1/2026,"Round Rock, TX",Texas,Single Family Residential,406067.5,-0.080254813,389490,189.0594937,76,317,4.2,99,0.971974755,0.23659306
2/1/2026,"Grandview, TX",Texas,Single Family Residential,313995,0.012887097,320000,179.5624956,4,13,3.3,122,0.973633188,0.461538462
2/1/2026,"San Angelo, TX",Texas,Single Family Residential,249900,0.039085239,260000,155.8143911,54,414,7.7,74,0.961538462,0.217391304
2/1/2026,"Uhland, TX",Texas,Single Family Residential,213990,-0.073796745,256490,151.1530308,2,20,10,26,1,0.3
2/1/2026,"Scissors, TX",Texas,Single Family Residential,234000,NA,237000,160.4675902,2,4,2,53,0.95100308,NA
2/1/2026,"Shady Shores, TX",Texas,Single Family Residential,842500,NA,635000,223.1990245,2,8,4,147,0.936693497,0.5
2/1/2026,"Vidor, TX",Texas,Single Family Residential,49900,-0.694801223,207000,49.21104537,5,35,7,86,0.858670522,0.2
2/1/2026,"Brushy Creek, TX",Texas,Single Family Residential,529000,-0.056199822,619000,214.5150931,9,34,3.8,95,0.967365071,0.235294118
2/1/2026,"Alamo, TX",Texas,Single Family Residential,225000,-0.056603774,264900,124.750499,9,71,7.9,151,0.952920006,0.183098592
2/1/2026,"Caldwell, TX",Texas,Single Family Residential,168500,-0.365408154,278500,167.1626984,3,28,9.3,211,NA,0.071428571
2/1/2026,"Doolittle, TX",Texas,Single Family Residential,240500,0.002083333,237443.5,167.775184,2,13,6.5,91,1.00625,0.076923077
2/1/2026,"Paloma Creek, TX",Texas,Single Family Residential,255000,-0.215384615,322500,153.7997587,3,13,4.3,98,0.969318463,0.307692308
2/1/2026,"Highland Park, TX",Texas,Single Family Residential,5395355,1.345806522,4499000,825.3919459,5,29,5.8,52,0.980563027,0.172413793
2/1/2026,"Retreat, TX",Texas,Single Family Residential,85000,NA,NA,84.32539683,1,NA,NA,93,0.53125,NA
2/1/2026,"Forney, TX",Texas,Single Family Residential,325495,-0.143540141,360000,154.7259071,30,166,5.5,105,0.972362949,0.21686747
2/1/2026,"Tatum, TX",Texas,Single Family Residential,290000,NA,NA,158.3833971,1,8,8,130,NA,0.5
2/1/2026,"Palestine, TX",Texas,Single Family Residential,230000,0.841473179,225000,112.2031122,11,96,8.7,108,0.898989899,0.239583333
2/1/2026,"Granbury, TX",Texas,Single Family Residential,330000,-0.266484103,412499.5,196.9320066,23,152,6.6,95,0.9870442,0.243421053
2/1/2026,"Lantana, TX",Texas,Single Family Residential,550000,-0.061433447,720000,186.9158879,17,34,2,26,0.972150496,0.264705882
2/1/2026,"Stafford, TX",Texas,Single Family Residential,310000,0.387024609,333500,160.7034566,7,29,4.1,62,0.971858758,0.172413793
2/1/2026,"Snook, TX",Texas,Single Family Residential,274900,-0.112796514,NA,185.7533691,2,19,9.5,195,NA,0.157894737
2/1/2026,"Odessa, TX",Texas,Single Family Residential,190000,-0.346585047,299000,157.9384871,1,368,368,106,NA,0.309782609
2/1/2026,"DeCordova, TX",Texas,Single Family Residential,380000,0.038251366,344500,152.37266,5,25,5,118,0.946504941,0.28
2/1/2026,"San Benito, TX",Texas,Single Family Residential,219000,0.100502513,190000,168.8804554,9,61,6.8,18,0.909090909,0.180327869
2/1/2026,"Shoreacres, TX",Texas,Single Family Residential,288000,0.377990431,569000,186.0465116,3,6,2,165,0.966011236,0.166666667
2/1/2026,"Katy, TX",Texas,Single Family Residential,328995,-0.003045455,368995,158.06404,406,1698,4.2,59,0.937435307,0.374558304
2/1/2026,"Sunset Valley, TX",Texas,Single Family Residential,1500000,NA,NA,481.8503052,1,1,1,276,0.833333333,NA
2/1/2026,"Lone Oak, TX",Texas,Single Family Residential,90000,0.2,NA,98.68421053,1,4,4,95,0.681818182,NA
2/1/2026,"Sienna Plantation, TX",Texas,Single Family Residential,440000,-0.04116037,501168,174.1376437,33,260,7.9,125,0.951637383,0.353846154
2/1/2026,"Lake Jackson, TX",Texas,Single Family Residential,298450,0.257955743,279250,147.0072069,22,93,4.2,101,0.964240705,0.290322581
2/1/2026,"Friendswood, TX",Texas,Single Family Residential,391250,0.047523427,419988.5,175.6896638,40,153,3.8,49,0.981409356,0.267973856
2/1/2026,"Garden Ridge, TX",Texas,Single Family Residential,1150000,0.56462585,934500,244.005941,3,16,5.3,115,0.934092876,0.375
2/1/2026,"Webster, TX",Texas,Single Family Residential,450000,-0.150943396,165000,161.1208406,3,14,4.7,174,0.970943804,0.142857143
2/1/2026,"Dublin, TX",Texas,Single Family Residential,239000,0.017021277,260000,110.2398524,3,13,4.3,102,0.921617487,0.307692308
2/1/2026,"Galveston, TX",Texas,Single Family Residential,417000,0.005431015,400000,266.2882077,38,599,15.8,113,0.952820341,0.20033389
2/1/2026,"Manor, TX",Texas,Single Family Residential,364995,-0.039461565,315595,160.8116431,18,117,6.5,90,0.956261871,0.52991453
2/1/2026,"Hunters Creek Village, TX",Texas,Single Family Residential,7100000,2.55,4645000,938.9050516,5,5,1,265,0.93577483,NA
2/1/2026,"Baird, TX",Texas,Single Family Residential,202500,NA,174500,111.5512476,2,6,3,102,0.974358974,0.333333333
2/1/2026,"Clyde, TX",Texas,Single Family Residential,209993,-3.33E-05,207450,124.8009934,6,18,3,138,1,0.166666667
2/1/2026,"Palacios, TX",Texas,Single Family Residential,325000,0.8065592,325000,250.7716049,1,20,20,439,0.931232092,0.2
2/1/2026,"Wild Peach Village, TX",Texas,Single Family Residential,144500,-0.36622807,550000,97.66861852,2,10,5,240,0.863636364,0.2
2/1/2026,"Krugerville, TX",Texas,Single Family Residential,470000,-0.346268864,639000,237.854251,3,19,6.3,100,0.997308812,0.315789474
2/1/2026,"Castroville, TX",Texas,Single Family Residential,474900,0.172737375,460000,191.1342894,5,46,9.2,336,0.987234043,0.565217391
2/1/2026,"Llano Grande, TX",Texas,Single Family Residential,188500,NA,159900,138.6029412,1,5,5,506,0.966666667,NA
2/1/2026,"Abram, TX",Texas,Single Family Residential,138000,NA,NA,129.6992481,1,5,5,36,1,0.6
2/1/2026,"Shenandoah, TX",Texas,Single Family Residential,751250,0.173828125,769900,221.481032,6,9,1.5,23,0.969147444,0.111111111
2/1/2026,"Greatwood, TX",Texas,Single Family Residential,530000,0.035257349,555000,186.6921972,9,21,2.3,50,0.966806092,0.428571429
2/1/2026,"Bolivar Peninsula, TX",Texas,Single Family Residential,465000,0.40930444,568000,316.9995865,17,289,17,177,0.948522077,0.200692042
2/1/2026,"Sunnyvale, TX",Texas,Single Family Residential,829928,0.050541772,699900,222.8933592,10,26,2.6,150,0.957649685,0.192307692
2/1/2026,"New Territory, TX",Texas,Single Family Residential,346250,-0.239010989,448999.5,148.3170388,10,29,2.9,53,0.954296892,0.172413793
2/1/2026,"Murphy, TX",Texas,Single Family Residential,578000,-0.052459016,635000,185.5537721,9,46,5.1,99,0.967259306,0.326086957
2/1/2026,"Port Neches, TX",Texas,Single Family Residential,252450,-0.082,274500,151.1230742,22,33,1.5,22,1.020179603,0.151515152
2/1/2026,"Brownwood, TX",Texas,Single Family Residential,185000,-0.23553719,191700,114.4244105,17,75,4.4,91,0.955804792,0.32
2/1/2026,"Ross, TX",Texas,Single Family Residential,213500,NA,NA,196.9557196,1,1,1,47,0.949310805,NA
2/1/2026,"Everman, TX",Texas,Single Family Residential,245000,-0.17935732,195000,237.8640777,1,13,13,160,0.980392157,0.307692308
2/1/2026,"Goldsmith, TX",Texas,Single Family Residential,39990,NA,NA,NA,1,1,1,37,0.930021628,NA
2/1/2026,"Lewisville, TX",Texas,Single Family Residential,411500,-0.048554913,405000,203.8429407,53,155,2.9,52,0.970876441,0.270967742
2/1/2026,"Miami, TX",Texas,Single Family Residential,114000,NA,NA,84.82142857,1,5,5,46,NA,0.6
2/1/2026,"Euless, TX",Texas,Single Family Residential,399900,0.245794393,385000,216.9386694,21,66,3.1,54,0.990566886,0.227272727
2/1/2026,"Hideaway, TX",Texas,Single Family Residential,282113.5,0.312766403,379000,147.3746438,6,55,9.2,69,0.797221804,0.327272727
2/1/2026,"Mission, TX",Texas,Single Family Residential,270000,0.115702479,280000,140.2858655,45,346,7.7,108,0.95237937,0.24566474
2/1/2026,"Sienna, TX",Texas,Single Family Residential,500000,0.068503924,495000,179.3686939,14,74,5.3,109,0.966217838,0.283783784
2/1/2026,"Marshall, TX",Texas,Single Family Residential,155000,-0.087953633,194950,117.2268465,14,79,5.6,83,NA,0.215189873
2/1/2026,"Nolanville, TX",Texas,Single Family Residential,322500,0.110785816,345660,172.5911885,6,61,10.2,84,0.993255001,0.147540984
2/1/2026,"Fritch, TX",Texas,Single Family Residential,165000,0.359143328,189000,89.68695733,2,11,5.5,345,NA,0.181818182
2/1/2026,"Cienegas Terrace, TX",Texas,Single Family Residential,169000,NA,NA,108.3333333,1,5,5,108,NA,0.4
2/1/2026,"Cinco Ranch, TX",Texas,Single Family Residential,600000,0.03626943,614800,177.6724904,11,36,3.3,17,0.970910834,0.222222222
2/1/2026,"Goliad, TX",Texas,Single Family Residential,130000,-0.409090909,NA,102.2286822,2,6,3,71,0.841335698,0.166666667
2/1/2026,"Clear Lake Shores, TX",Texas,Single Family Residential,1512500,4.041666667,559500,392.3632343,2,15,7.5,245,0.977731092,0.133333333
2/1/2026,"Elsa, TX",Texas,Single Family Residential,77500,-0.408396947,242500,69.92310374,4,16,4,382,0.927220927,0.375
2/1/2026,"Cove, TX",Texas,Single Family Residential,336140,NA,715500,154.1926606,1,3,3,162,0.99056993,0.333333333
2/1/2026,"Alvord, TX",Texas,Single Family Residential,142495,-0.523428094,249990,90.13026608,2,28,14,158,0.857142857,0.25
2/1/2026,"Weston Lakes, TX",Texas,Single Family Residential,753685,0.066786978,910000,216.4964485,6,31,5.2,8,0.979519757,0.290322581
2/1/2026,"Montgomery, TX",Texas,Single Family Residential,296000,-0.31954023,477120,162.7573467,4,39,9.8,94,0.975932484,0.384615385
2/1/2026,"Whitesboro, TX",Texas,Single Family Residential,365000,2.244444444,295000,175.396444,3,32,10.7,158,0.968176938,0.25
2/1/2026,"Briarcliff, TX",Texas,Single Family Residential,415000,-0.290901324,749500,202.3403218,1,15,15,113,0.978773585,0.2
2/1/2026,"Maypearl, TX",Texas,Single Family Residential,230000,NA,385000,122.1455125,1,6,6,109,0.923694779,0.666666667
2/1/2026,"West Tawakoni, TX",Texas,Single Family Residential,230000,0.083627797,232500,126.8661628,2,24,12,88,0.972972973,0.166666667
2/1/2026,"Galena Park, TX",Texas,Single Family Residential,137000,0.539325843,217500,135.9126984,3,25,8.3,87,0.961295067,0.32
2/1/2026,"Bartonville, TX",Texas,Single Family Residential,2450000,NA,2170000,472.061657,1,7,7,228,1,0.571428571
2/1/2026,"Wharton, TX",Texas,Single Family Residential,187500,-0.39516129,300000,105.331467,4,34,8.5,97,0.940183669,0.294117647
2/1/2026,"Robinson, TX",Texas,Single Family Residential,340000,0.082802548,314999,170.9169832,7,48,6.9,58,0.962645231,0.166666667
2/1/2026,"League City, TX",Texas,Single Family Residential,399990,0.126732394,420000,167.969528,106,323,3,65,0.97287901,0.346749226
2/1/2026,"West Columbia, TX",Texas,Single Family Residential,205000,0.025,250000,132.3134865,4,19,4.8,101,0.943501686,0.421052632
2/1/2026,"Pittsburg, TX",Texas,Single Family Residential,45000,-0.735138317,174949.5,42.61363636,1,22,22,2,1,0.272727273
2/1/2026,"Hutchins, TX",Texas,Single Family Residential,333900,0.040511063,324900,242.6598837,1,27,27,78,1,0.555555556
2/1/2026,"White Deer, TX",Texas,Single Family Residential,130000,NA,130000,72.78835386,1,5,5,3,NA,NA
2/1/2026,"Bryan, TX",Texas,Single Family Residential,302650,0.026280095,308900,191.1955605,68,384,5.6,56,0.908956398,0.197916667
2/1/2026,"Hawley, TX",Texas,Single Family Residential,55000,NA,209000,52.2317189,1,3,3,25,0.797101449,0.333333333
2/1/2026,"Georgetown, TX",Texas,Single Family Residential,395425,-0.080126736,434620,200.5500285,142,747,5.3,118,0.976665176,0.329317269
2/1/2026,"Winnie, TX",Texas,Single Family Residential,270000,0.125,212500,152.1126761,1,9,9,62,NA,0.666666667
2/1/2026,"Morgan's Point Resort, TX",Texas,Single Family Residential,382000,-0.151111111,275990,204.7331101,2,20,10,226,1.010033445,0.2
2/1/2026,"Ovilla, TX",Texas,Single Family Residential,490000,-0.297491039,740933,203.8043478,9,26,2.9,103,0.943990878,0.230769231
2/1/2026,"Kingsville, TX",Texas,Single Family Residential,187500,1.142857143,217250,109.1382452,10,78,7.8,75,0.887777813,0.17948718
2/1/2026,"Bunker Hill Village, TX",Texas,Single Family Residential,3340000,0.086178862,4924997.5,499.4765964,1,7,7,80,0.95565093,0.142857143
2/1/2026,"Texas City, TX",Texas,Single Family Residential,280000,-0.096774194,284745,145.6857143,67,301,4.5,117,0.958258665,0.408637874
2/1/2026,"Anna, TX",Texas,Single Family Residential,331495,-0.137154206,369490,155.7362527,52,303,5.8,90,0.982069703,0.419141914
2/1/2026,"Temple, TX",Texas,Single Family Residential,255000,-0.047530115,271000,150.2134927,95,631,6.6,103,0.976838705,0.280507132
2/1/2026,"Roanoke, TX",Texas,Single Family Residential,563110.5,0.033230275,582450,207.0650203,8,34,4.3,45,0.977757597,0.323529412
2/1/2026,"Powell, TX",Texas,Single Family Residential,220000,NA,NA,101.3824885,1,NA,NA,168,0.936170213,NA
2/1/2026,"Encantada-Ranchito-El Calaboz, TX",Texas,Single Family Residential,275000,2.548387097,219500,127.9069767,1,1,1,383,NA,1
2/1/2026,"Mount Pleasant, TX",Texas,Single Family Residential,274000,0.245454546,273950,114.8505703,4,57,14.3,124,1,0.228070175
2/1/2026,"Surfside Beach, TX",Texas,Single Family Residential,530000,1.011385199,467500,329.6019901,3,95,31.7,163,0.955205559,0.115789474
2/1/2026,"Bellville, TX",Texas,Single Family Residential,357737,0.377050253,320000,148.0699503,5,32,6.4,113,0.968279386,0.25
2/1/2026,"Hedwig Village, TX",Texas,Single Family Residential,2862500,0.498563996,3024500,617.0132939,2,5,2.5,50,0.947102575,NA
2/1/2026,"Edcouch, TX",Texas,Single Family Residential,185000,NA,NA,127.1477663,3,6,2,141,0.953693004,0.166666667
2/1/2026,"Savannah, TX",Texas,Single Family Residential,328000,-0.062857143,349990,149.5762712,9,39,4.3,114,0.980272417,0.282051282
2/1/2026,"Maud, TX",Texas,Single Family Residential,117900,0.685489636,NA,67.06484642,1,6,6,37,NA,0.166666667
2/1/2026,"Overton, TX",Texas,Single Family Residential,265000,NA,157900,168.7898089,1,12,12,122,NA,0.25
2/1/2026,"Rancho Viejo, TX",Texas,Single Family Residential,346450,-0.18338244,572500,152.4068753,2,16,8,37,NA,0.1875
2/1/2026,"Rowlett, TX",Texas,Single Family Residential,375000,-0.074074074,399900,166.6666667,51,234,4.6,68,0.976194123,0.358974359
2/1/2026,"Live Oak, TX",Texas,Single Family Residential,255000,-0.12038634,277500,151.0590858,11,55,5,158,0.987262457,0.418181818
2/1/2026,"Hidalgo, TX",Texas,Single Family Residential,220000,0.375,207000,129.7935103,3,50,16.7,287,0.994377253,0.28
2/1/2026,"Deer Park, TX",Texas,Single Family Residential,281000,0.07047619,275000,161.3937442,24,85,3.5,39,0.984061264,0.258823529
2/1/2026,"Pflugerville, TX",Texas,Single Family Residential,370500,-0.01462766,374900,190.771961,43,220,5.1,113,0.976001139,0.286363636
2/1/2026,"Cross Mountain, TX",Texas,Single Family Residential,840000,-0.294117647,1099000,409.5821857,2,13,6.5,101,0.966728897,0.076923077
2/1/2026,"Eureka, TX",Texas,Single Family Residential,586000,NA,NA,183.125,1,NA,NA,21,0.952845529,NA
2/1/2026,"Caddo Mills, TX",Texas,Single Family Residential,319841,0.108672744,328142.5,133.1783719,6,41,6.8,131,0.961572734,0.12195122
2/1/2026,"Homestead Meadows North, TX",Texas,Single Family Residential,625000,1.192982456,564950,160.6085526,3,7,2.3,112,0.987426225,NA
2/1/2026,"Highland Village, TX",Texas,Single Family Residential,670000,0.046875,710000,218.5861969,16,31,1.9,26,0.97489419,0.225806452
2/1/2026,"Huntington, TX",Texas,Single Family Residential,168500,NA,124000,133.628857,2,4,2,66,0.947960642,0.75
2/1/2026,"Lost Creek, TX",Texas,Single Family Residential,2125000,-0.579207921,4150000,425.8517034,1,3,3,287,0.885416667,NA
2/1/2026,"Atascocita, TX",Texas,Single Family Residential,297500,-0.047847656,359900,138.2472597,70,332,4.7,77,0.97228422,0.355421687
2/1/2026,"West, TX",Texas,Single Family Residential,158760,-0.079652174,169900,129.039924,4,12,3,65,0.958513477,0.25
2/1/2026,"Alton, TX",Texas,Single Family Residential,244500,0.077092511,280000,158.3684828,6,72,12,26,0.977671083,0.166666667
2/1/2026,"Mustang Ridge, TX",Texas,Single Family Residential,317499,0.017983905,347800,154.767349,8,67,8.4,132,0.962616856,0.014925373
2/1/2026,"Devine, TX",Texas,Single Family Residential,259750,0.119612069,114900,184.1426719,2,18,9,212,0.952991048,0.333333333
2/1/2026,"Corsicana, TX",Texas,Single Family Residential,260000,0.129207383,190000,153.8461538,11,96,8.7,139,0.957915654,0.229166667
2/1/2026,"Cloverleaf, TX",Texas,Single Family Residential,275000,0.057692308,214900,133.0798479,3,29,9.7,103,0.996402878,0.206896552
2/1/2026,"Wolfforth, TX",Texas,Single Family Residential,259990,-0.103451843,289900,134.9072513,15,60,4,117,NA,0.266666667
2/1/2026,"Lakeway, TX",Texas,Single Family Residential,725000,-0.148311307,897000,275.4288475,21,133,6.3,138,0.968104042,0.255639098
2/1/2026,"Calvert, TX",Texas,Single Family Residential,156000,-0.716363636,385000,105.0255215,2,4,2,172,0.657142857,0.25
2/1/2026,"Nassau Bay, TX",Texas,Single Family Residential,410000,NA,292000,183.6643273,4,15,3.8,42,1.005685079,0.333333333
2/1/2026,"Waller, TX",Texas,Single Family Residential,375000,0.115589998,430612.5,135.502314,7,70,10,178,0.963538373,0.5
